# {
#     "command": "/media/storage/home/mariokeller/applications/MAJIQv2.3_Oct_2022/bin/voila modulize --changing-between-group-dpsi 0.02 --non-changing-between-group-dpsi 0.02 --changing-between-group-dpsi-secondary 0.01 --probability-changing-threshold 0.9 --probability-non-changing-threshold 0.5 --show-all -j 6 -d /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/modulise/SFPQ_K562_Control-SFPQ_K562_shRNA /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/build/splicegraph.sql /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/dpsi/SFPQ_K562_Control-SFPQ_K562_shRNA.deltapsi.voila",
#     "dpsi_changing_threshold": 0.02,
#     "dpsi_nonchanging_threshold": 0.5,
#     "dpsi_probability_changing_threshold": 0.9,
#     "voila_version": "2.4.dev3+g85d07819"
# }
module_id	gene_id	gene_name	seqid	strand	lsv_id	event_id	complex	denovo	reference_exon_coord	spliced_with	spliced_with_coord	junction_name	junction_coord	event_non_changing	event_changing	junction_changing	SFPQ_K562_Control_median_psi	SFPQ_K562_shRNA_median_psi	SFPQ_K562_shRNA-SFPQ_K562_Control_median_dpsi	SFPQ_K562_shRNA-SFPQ_K562_Control_probability_changing	SFPQ_K562_shRNA-SFPQ_K562_Control_probability_non_changing
ENSG00000291215.1_3	ENSG00000291215.1	ENSG00000291215	chr1	-	ENSG00000291215.1:t:733307-733364	ENSG00000291215.1_3_afe_2	True	False	733307-733364	A	735423-735613	Proximal	733364-735423	False	False	False	0.361	0.232	-0.096	0.816	0.025
ENSG00000291215.1_3	ENSG00000291215.1	ENSG00000291215	chr1	-	ENSG00000291215.1:t:733307-733364	ENSG00000291215.1_3_afe_2	True	True	733307-733364	A	738834-739024	Distal	733364-738834	False	False	False	0.625	0.686	0.036	0.629	0.093
ENSG00000131979.20_1	ENSG00000131979.20	GCH1	chr14	-	ENSG00000131979.20:t:54842008-54843054	ENSG00000131979.20_1_afe_1	True	False	54842008-54843054	A	54843782-54843869	Proximal	54843055-54843781	False	False	False	0.941	0.836	-0.052	0.693	0.068
ENSG00000131979.20_1	ENSG00000131979.20	GCH1	chr14	-	ENSG00000131979.20:t:54842008-54843054	ENSG00000131979.20_1_afe_1	True	False	54842008-54843054	A	54844001-54844143	Distal	54843054-54844001	False	False	False	0.005	0.143	0.077	0.772	0.043
ENSG00000168175.15_1	ENSG00000168175.15	MAPK1IP1L	chr14	+	ENSG00000168175.15:t:55061680-55061701	ENSG00000168175.15_1_afe_1	True	True	55061680-55061701	A	55060362-55061173	Proximal	55061173-55061680	False	False	False	0.046	0.07	0.018	0.513	0.238
ENSG00000168175.15_1	ENSG00000168175.15	MAPK1IP1L	chr14	+	ENSG00000168175.15:t:55061680-55061701	ENSG00000168175.15_1_afe_1	True	False	55061680-55061701	A	55051647-55051803	Distal	55051803-55061680	False	False	False	0.954	0.93	-0.018	0.513	0.238
ENSG00000228794.12_1	ENSG00000228794.12	LINC01128	chr1	+	ENSG00000228794.12:t:851348-852515	ENSG00000228794.12_1_afe_1	True	False	851927-852110	A	850178-850351	Proximal	850351-851927	False	False	False	0.052	0.012	-0.011	0.397	0.328
ENSG00000228794.12_1	ENSG00000228794.12	LINC01128	chr1	+	ENSG00000228794.12:t:851348-852515	ENSG00000228794.12_1_afe_1	True	False	851927-852110	A	829003-829104	Distal	829104-851927	False	False	False	0.43	0.441	0.012	0.643	0.072
ENSG00000228794.12_1	ENSG00000228794.12	LINC01128	chr1	+	ENSG00000228794.12:t:851348-852515	ENSG00000228794.12_1_afe_2	True	False	851927-852110	A	850178-850351	Proximal	850351-851927	False	False	False	0.052	0.012	-0.011	0.397	0.328
ENSG00000228794.12_1	ENSG00000228794.12	LINC01128	chr1	+	ENSG00000228794.12:t:851348-852515	ENSG00000228794.12_1_afe_2	True	False	851927-852110	A	847654-847806	Distal	847806-851927	False	False	False	0.503	0.46	-0.024	0.64	0.073
ENSG00000178974.11_2	ENSG00000178974.11	FBXO34	chr14	+	ENSG00000178974.11:t:55369861-55370053	ENSG00000178974.11_2_afe_1	True	True	55369861-55370053	A	55367147-55368128	Proximal	55368129-55369860	False	False	False	0.977	0.885	-0.049	0.644	0.094
ENSG00000178974.11_2	ENSG00000178974.11	FBXO34	chr14	+	ENSG00000178974.11:t:55369861-55370053	ENSG00000178974.11_2_afe_1	True	False	55369861-55370053	A	55355064-55355222	Distal	55355222-55369861	False	False	False	0.023	0.115	0.049	0.644	0.094
ENSG00000198964.14_1	ENSG00000198964.14	SGMS1	chr10	-	ENSG00000198964.14:t:50344271-50344345	ENSG00000198964.14_1_afe_1	True	False	50344271-50344345	A	50418064-50418478	Proximal	50344345-50418064	False	False	True	0.259	0.444	0.165	0.966	0.003
ENSG00000198964.14_1	ENSG00000198964.14	SGMS1	chr10	-	ENSG00000198964.14:t:50344271-50344345	ENSG00000198964.14_1_afe_1	True	False	50344271-50344345	A	50433476-50433556	Distal	50344345-50433476	False	False	False	0.343	0.264	-0.061	0.734	0.055
ENSG00000198964.14_1	ENSG00000198964.14	SGMS1	chr10	-	ENSG00000198964.14:t:50344271-50344345	ENSG00000198964.14_1_afe_2	True	False	50344271-50344345	A	50418064-50418478	Proximal	50344345-50418064	False	False	True	0.259	0.444	0.165	0.966	0.003
ENSG00000198964.14_1	ENSG00000198964.14	SGMS1	chr10	-	ENSG00000198964.14:t:50344271-50344345	ENSG00000198964.14_1_afe_2	True	True	50344271-50344345	A	50555317--1	Distal	50344345-50555317	False	False	False	0.226	0.207	-0.002	0.506	0.208
ENSG00000198964.14_1	ENSG00000198964.14	SGMS1	chr10	-	ENSG00000198964.14:t:50344271-50344345	ENSG00000198964.14_1_afe_3	True	False	50344271-50344345	A	50418064-50418478	Proximal	50344345-50418064	False	True	True	0.259	0.444	0.165	0.966	0.003
ENSG00000198964.14_1	ENSG00000198964.14	SGMS1	chr10	-	ENSG00000198964.14:t:50344271-50344345	ENSG00000198964.14_1_afe_3	True	True	50344271-50344345	A	50590153-50590247	Distal	50344345-50590153	False	True	False	0.164	0.076	-0.076	0.894	0.019
ENSG00000126777.18_1	ENSG00000126777.18	KTN1	chr14	+	ENSG00000126777.18:t:55611977-55612571	ENSG00000126777.18_1_afe_1	False	False	55612019-55612571	A	55601757-55601880	Proximal	55601880-55612019	False	True	True	0.835	0.464	-0.307	0.916	0.002
ENSG00000126777.18_1	ENSG00000126777.18	KTN1	chr14	+	ENSG00000126777.18:t:55611977-55612571	ENSG00000126777.18_1_afe_1	False	False	55612019-55612571	A	55580207-55580354	Distal	55580354-55612019	False	True	True	0.151	0.518	0.296	0.913	0.002
ENSG00000187608.10_1	ENSG00000187608.10	ISG15	chr1	+	ENSG00000187608.10:t:1013984-1014540	ENSG00000187608.10_1_afe_1	False	False	1013984-1014540	A	1013497-1013576	Proximal	1013576-1013984	False	False	False	0.819	0.982	0.118	0.894	0.012
ENSG00000187608.10_1	ENSG00000187608.10	ISG15	chr1	+	ENSG00000187608.10:t:1013984-1014540	ENSG00000187608.10_1_afe_1	False	False	1013984-1014540	A	1008194-1008279	Distal	1008279-1013984	False	False	False	0.181	0.018	-0.118	0.894	0.012
ENSG00000070269.14_1	ENSG00000070269.14	TMEM260	chr14	+	ENSG00000070269.14:t:56625382-56625530	ENSG00000070269.14_1_afe_1	False	False	56625382-56625530	A	56621531-56621702	Proximal	56621702-56625382	False	False	False	0.95	0.931	-0.003	0.465	0.242
ENSG00000070269.14_1	ENSG00000070269.14	TMEM260	chr14	+	ENSG00000070269.14:t:56625382-56625530	ENSG00000070269.14_1_afe_1	False	False	56625382-56625530	A	56618594-56618763	Distal	56618763-56625382	False	False	False	0.05	0.069	0.003	0.465	0.242
ENSG00000153560.12_2	ENSG00000153560.12	UBP1	chr3	-	ENSG00000153560.12:t:33402801-33402904	ENSG00000153560.12_2_afe_1	True	True	33402801-33402904	A	33404522-33404644	Proximal	33402905-33404521	False	False	False	0.023	0.023	0.0	0.221	0.777
ENSG00000153560.12_2	ENSG00000153560.12	UBP1	chr3	-	ENSG00000153560.12:t:33402801-33402904	ENSG00000153560.12_2_afe_1	True	False	33402801-33402904	A	33408690-33408797	Distal	33402904-33408690	False	False	False	0.651	0.653	0.013	0.561	0.195
ENSG00000153560.12_2	ENSG00000153560.12	UBP1	chr3	-	ENSG00000153560.12:t:33402801-33402904	ENSG00000153560.12_2_afe_2	True	True	33402801-33402904	A	33404522-33404644	Proximal	33402905-33404521	False	False	False	0.023	0.023	0.0	0.221	0.777
ENSG00000153560.12_2	ENSG00000153560.12	UBP1	chr3	-	ENSG00000153560.12:t:33402801-33402904	ENSG00000153560.12_2_afe_2	True	False	33402801-33402904	A	33409236-33409346	Distal	33402904-33409236	False	False	False	0.311	0.294	-0.019	0.567	0.191
ENSG00000053770.12_1	ENSG00000053770.12	AP5M1	chr14	+	ENSG00000053770.12:t:57274244-57275469	ENSG00000053770.12_1_afe_1	True	False	57274244-57274889	A	57269094-57269388	Proximal	57269388-57274244	False	False	False	0.852	0.958	0.075	0.819	0.032
ENSG00000053770.12_1	ENSG00000053770.12	AP5M1	chr14	+	ENSG00000053770.12:t:57274244-57275469	ENSG00000053770.12_1_afe_1	True	False	57274244-57274889	A	57268924-57269069	Distal	57269069-57274244	False	False	False	0.082	0.037	-0.028	0.626	0.13
ENSG00000053770.12_1	ENSG00000053770.12	AP5M1	chr14	+	ENSG00000053770.12:t:57274244-57275469	ENSG00000053770.12_1_afe_2	True	False	57274244-57274889	A	57273709-57273750	Proximal	57273750-57274244	False	False	False	0.057	0.006	-0.022	0.53	0.209
ENSG00000053770.12_1	ENSG00000053770.12	AP5M1	chr14	+	ENSG00000053770.12:t:57274244-57275469	ENSG00000053770.12_1_afe_2	True	False	57274244-57274889	A	57269094-57269388	Distal	57269388-57274244	False	False	False	0.852	0.958	0.075	0.819	0.032
ENSG00000053770.12_1	ENSG00000053770.12	AP5M1	chr14	+	ENSG00000053770.12:t:57274244-57275469	ENSG00000053770.12_1_afe_3	True	False	57274244-57274889	A	57273709-57273750	Proximal	57273750-57274244	False	False	False	0.057	0.006	-0.022	0.53	0.209
ENSG00000053770.12_1	ENSG00000053770.12	AP5M1	chr14	+	ENSG00000053770.12:t:57274244-57275469	ENSG00000053770.12_1_afe_3	True	False	57274244-57274889	A	57268924-57269069	Distal	57269069-57274244	False	False	False	0.082	0.037	-0.028	0.626	0.13
ENSG00000053770.12_1	ENSG00000053770.12	AP5M1	chr14	+	ENSG00000053770.12:t:57274244-57275469	ENSG00000053770.12_1_afe_4	True	False	57274244-57274889	A	57273709-57273750	Proximal	57273750-57274244	False	False	False	0.057	0.006	-0.022	0.53	0.209
ENSG00000053770.12_1	ENSG00000053770.12	AP5M1	chr14	+	ENSG00000053770.12:t:57274244-57275469	ENSG00000053770.12_1_afe_4	True	False	57274244-57274889	A	57269094-57269388	Distal	57269388-57274244	False	False	False	0.852	0.958	0.075	0.819	0.032
ENSG00000139977.14_1	ENSG00000139977.14	NAA30	chr14	+	ENSG00000139977.14:t:57396752-57396875	ENSG00000139977.14_1_afe_1	True	False	57396752-57396875	A	57390957-57391506	Proximal	57391506-57396752	False	False	False	0.054	0.013	-0.018	0.402	0.269
ENSG00000139977.14_1	ENSG00000139977.14	NAA30	chr14	+	ENSG00000139977.14:t:57396752-57396875	ENSG00000139977.14_1_afe_1	True	False	57396752-57396875	A	57390544-57390705	Distal	57390705-57396752	False	False	False	0.044	0.057	0.007	0.434	0.251
ENSG00000139977.14_1	ENSG00000139977.14	NAA30	chr14	+	ENSG00000139977.14:t:57396752-57396875	ENSG00000139977.14_1_afe_2	True	False	57396752-57396875	A	57390957-57391728	Proximal	57391728-57396752	False	False	False	0.891	0.929	0.013	0.572	0.124
ENSG00000139977.14_1	ENSG00000139977.14	NAA30	chr14	+	ENSG00000139977.14:t:57396752-57396875	ENSG00000139977.14_1_afe_2	True	False	57396752-57396875	A	57390544-57390705	Distal	57390705-57396752	False	False	False	0.044	0.057	0.007	0.434	0.251
ENSG00000291156.1_1	ENSG00000291156.1	ENSG00000291156	chr1	+	ENSG00000291156.1:t:1063079-1063201	ENSG00000291156.1_1_afe_1	True	False	1063079-1063201	A	1061020-1061117	Proximal	1061117-1063079	False	False	False	0.009	0.121	0.081	0.763	0.041
ENSG00000291156.1_1	ENSG00000291156.1	ENSG00000291156	chr1	+	ENSG00000291156.1:t:1063079-1063201	ENSG00000291156.1_1_afe_1	True	False	1063079-1063201	A	1060277-1060393	Distal	1060393-1063079	False	False	True	0.589	0.246	-0.303	0.933	0.002
ENSG00000291156.1_1	ENSG00000291156.1	ENSG00000291156	chr1	+	ENSG00000291156.1:t:1063079-1063201	ENSG00000291156.1_1_afe_2	True	True	1063079-1063201	A	1061849-1062056	Proximal	1062057-1063078	False	False	False	0.403	0.641	0.162	0.827	0.01
ENSG00000291156.1_1	ENSG00000291156.1	ENSG00000291156	chr1	+	ENSG00000291156.1:t:1063079-1063201	ENSG00000291156.1_1_afe_2	True	False	1063079-1063201	A	1061020-1061117	Distal	1061117-1063079	False	False	False	0.009	0.121	0.081	0.763	0.041
ENSG00000291156.1_1	ENSG00000291156.1	ENSG00000291156	chr1	+	ENSG00000291156.1:t:1063079-1063201	ENSG00000291156.1_1_afe_3	True	True	1063079-1063201	A	1061849-1062056	Proximal	1062057-1063078	False	True	False	0.403	0.641	0.162	0.827	0.01
ENSG00000291156.1_1	ENSG00000291156.1	ENSG00000291156	chr1	+	ENSG00000291156.1:t:1063079-1063201	ENSG00000291156.1_1_afe_3	True	False	1063079-1063201	A	1060277-1060393	Distal	1060393-1063079	False	True	True	0.589	0.246	-0.303	0.933	0.002
ENSG00000291156.1_1	ENSG00000291156.1	ENSG00000291156	chr1	+	ENSG00000291156.1:t:1063079-1063201	ENSG00000291156.1_1_afe_4	True	True	1063079-1063201	A	1061849-1062056	Proximal	1062057-1063078	False	False	False	0.403	0.641	0.162	0.827	0.01
ENSG00000291156.1_1	ENSG00000291156.1	ENSG00000291156	chr1	+	ENSG00000291156.1:t:1063079-1063201	ENSG00000291156.1_1_afe_4	True	False	1063079-1063201	A	1061020-1061117	Distal	1061117-1063079	False	False	False	0.009	0.121	0.081	0.763	0.041
ENSG00000291156.1_1	ENSG00000291156.1	ENSG00000291156	chr1	+	ENSG00000291156.1:t:1065830-1066459	ENSG00000291156.1_1_afe_5	True	False	1065830-1066459	A	1064495-1064589	Proximal	1064589-1065830	False	False	False	0.329	0.317	-0.001	0.634	0.08
ENSG00000291156.1_1	ENSG00000291156.1	ENSG00000291156	chr1	+	ENSG00000291156.1:t:1065830-1066459	ENSG00000291156.1_1_afe_5	True	False	1065830-1066459	A	1060277-1060393	Distal	1060393-1065830	False	False	False	0.146	0.226	0.043	0.637	0.079
ENSG00000291156.1_1	ENSG00000291156.1	ENSG00000291156	chr1	+	ENSG00000291156.1:t:1065830-1066459	ENSG00000291156.1_1_afe_6	True	False	1065830-1066459	A	1064495-1064589	Proximal	1064589-1065830	False	False	False	0.329	0.317	-0.001	0.634	0.08
ENSG00000291156.1_1	ENSG00000291156.1	ENSG00000291156	chr1	+	ENSG00000291156.1:t:1065830-1066459	ENSG00000291156.1_1_afe_6	True	False	1065830-1066459	A	1063079-1063201	Distal	1063201-1065830	False	False	False	0.215	0.258	0.039	0.626	0.076
ENSG00000291156.1_1	ENSG00000291156.1	ENSG00000291156	chr1	+	ENSG00000291156.1:t:1065830-1066459	ENSG00000291156.1_1_afe_7	True	False	1065949-1066459	A	1064495-1064589	Proximal	1064589-1065949	False	False	False	0.314	0.151	-0.121	0.811	0.018
ENSG00000291156.1_1	ENSG00000291156.1	ENSG00000291156	chr1	+	ENSG00000291156.1:t:1065830-1066459	ENSG00000291156.1_1_afe_7	True	False	1065830-1066459	A	1060277-1060393	Distal	1060393-1065830	False	False	False	0.146	0.226	0.043	0.637	0.079
ENSG00000291156.1_1	ENSG00000291156.1	ENSG00000291156	chr1	+	ENSG00000291156.1:t:1065830-1066459	ENSG00000291156.1_1_afe_8	True	False	1065949-1066459	A	1064495-1064589	Proximal	1064589-1065949	False	False	False	0.314	0.151	-0.121	0.811	0.018
ENSG00000291156.1_1	ENSG00000291156.1	ENSG00000291156	chr1	+	ENSG00000291156.1:t:1065830-1066459	ENSG00000291156.1_1_afe_8	True	False	1065830-1066459	A	1063079-1063201	Distal	1063201-1065830	False	False	False	0.215	0.258	0.039	0.626	0.076
ENSG00000112742.10_3	ENSG00000112742.10	TTK	chr6	+	ENSG00000112742.10:t:80014463-80014586	ENSG00000112742.10_3_afe_1	True	True	80014463-80014586	A	80013455-80013562	Proximal	80013563-80014462	False	False	False	0.07	0.115	0.025	0.595	0.178
ENSG00000112742.10_3	ENSG00000112742.10	TTK	chr6	+	ENSG00000112742.10:t:80014463-80014586	ENSG00000112742.10_3_afe_1	True	False	80014463-80014586	A	80013279-80013366	Distal	80013366-80014463	False	False	False	0.928	0.883	-0.026	0.599	0.175
ENSG00000204147.11_2	ENSG00000204147.11	ASAH2B	chr10	+	ENSG00000204147.11:t:50749343-50749402	ENSG00000204147.11_2_afe_1	False	False	50749343-50749402	A	50745128-50745274	Proximal	50745274-50749343	False	False	False	0.671	0.689	0.004	0.646	0.066
ENSG00000204147.11_2	ENSG00000204147.11	ASAH2B	chr10	+	ENSG00000204147.11:t:50749343-50749402	ENSG00000204147.11_2_afe_1	False	False	50749343-50749402	A	50742915-50743010	Distal	50743010-50749343	False	False	False	0.329	0.311	-0.004	0.646	0.066
ENSG00000196628.20_1	ENSG00000196628.20	TCF4	chr18	-	ENSG00000196628.20:t:55585280-55585481	ENSG00000196628.20_1_afe_1	True	False	55585280-55585352	A	55587045-55587349	Proximal	55585352-55587045	False	False	True	0.576	0.914	0.278	0.943	0.002
ENSG00000196628.20_1	ENSG00000196628.20	TCF4	chr18	-	ENSG00000196628.20:t:55585280-55585481	ENSG00000196628.20_1_afe_1	True	False	55585280-55585352	A	55588038-55588243	Distal	55585352-55588038	False	False	False	0.066	0.002	-0.025	0.458	0.212
ENSG00000196628.20_1	ENSG00000196628.20	TCF4	chr18	-	ENSG00000196628.20:t:55585280-55585481	ENSG00000196628.20_1_afe_2	True	False	55585280-55585352	A	55587045-55587349	Proximal	55585352-55587045	False	True	True	0.576	0.914	0.278	0.943	0.002
