# {
#     "command": "/media/storage/home/mariokeller/applications/MAJIQv2.3_Oct_2022/bin/voila modulize --changing-between-group-dpsi 0.02 --non-changing-between-group-dpsi 0.02 --changing-between-group-dpsi-secondary 0.01 --probability-changing-threshold 0.9 --probability-non-changing-threshold 0.5 --show-all -j 6 -d /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/modulise/SFPQ_K562_Control-SFPQ_K562_shRNA /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/build/splicegraph.sql /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/dpsi/SFPQ_K562_Control-SFPQ_K562_shRNA.deltapsi.voila",
#     "dpsi_changing_threshold": 0.02,
#     "dpsi_nonchanging_threshold": 0.5,
#     "dpsi_probability_changing_threshold": 0.9,
#     "voila_version": "2.4.dev3+g85d07819"
# }
module_id	gene_id	gene_name	seqid	strand	lsv_id	event_id	complex	denovo	reference_exon_coord	spliced_with	spliced_with_coord	junction_name	junction_coord	event_non_changing	event_changing	junction_changing	SFPQ_K562_Control_median_psi	SFPQ_K562_shRNA_median_psi	SFPQ_K562_shRNA-SFPQ_K562_Control_median_dpsi	SFPQ_K562_shRNA-SFPQ_K562_Control_probability_changing	SFPQ_K562_shRNA-SFPQ_K562_Control_probability_non_changing
ENSG00000100722.20_3	ENSG00000100722.20	ZC3H14	chr14	+	ENSG00000100722.20:s:88596734-88596808	ENSG00000100722.20_3_ale_3	True	False	88596734-88596808	A	88607243-88607363	Distal	88596808-88607243	False	False	False	0.211	0.113	-0.07	0.826	0.033
ENSG00000010318.22_2	ENSG00000010318.22	PHF7	chr3	+	ENSG00000010318.22:s:52414496-52414587	ENSG00000010318.22_2_ale_1	False	False	52414496-52414587	A	52414728-52414844	Proximal	52414587-52414728	False	False	False	0.856	0.984	0.098	0.846	0.02
ENSG00000010318.22_2	ENSG00000010318.22	PHF7	chr3	+	ENSG00000010318.22:s:52414496-52414587	ENSG00000010318.22_2_ale_1	False	False	52414496-52414587	A	52419833-52419934	Distal	52414587-52419833	False	False	False	0.144	0.016	-0.098	0.846	0.02
ENSG00000214049.8_1	ENSG00000214049.8	UCA1	chr19	+	ENSG00000214049.8:s:15829051-15829338	ENSG00000214049.8_1_ale_1	True	True	15829051-15829338	A	15830507-15830597	Proximal	15829339-15830506	False	False	False	0.056	0.026	-0.024	0.589	0.216
ENSG00000214049.8_1	ENSG00000214049.8	UCA1	chr19	+	ENSG00000214049.8:s:15829051-15829338	ENSG00000214049.8_1_ale_1	True	False	15829051-15829338	A	15831255-15831356	Distal	15829338-15831255	False	False	False	0.929	0.966	0.038	0.767	0.094
ENSG00000214049.8_3	ENSG00000214049.8	UCA1	chr19	+	ENSG00000214049.8:s:15835179-15835420	ENSG00000214049.8_3_ale_1	True	False	15835179-15835280	A	15835554-15835696	Proximal	15835280-15835554	False	False	True	0.02	0.116	0.076	0.924	0.016
ENSG00000214049.8_3	ENSG00000214049.8	UCA1	chr19	+	ENSG00000214049.8:s:15835179-15835420	ENSG00000214049.8_3_ale_1	True	False	15835179-15835280	A	15835754-15836328	Distal	15835280-15835754	False	False	False	0.087	0.116	0.014	0.516	0.251
ENSG00000214049.8_3	ENSG00000214049.8	UCA1	chr19	+	ENSG00000214049.8:s:15835179-15835420	ENSG00000214049.8_3_ale_2	True	False	15835179-15835420	A	15835554-15835696	Proximal	15835421-15835553	False	False	False	0.894	0.78	-0.097	0.894	0.017
ENSG00000214049.8_3	ENSG00000214049.8	UCA1	chr19	+	ENSG00000214049.8:s:15835179-15835420	ENSG00000214049.8_3_ale_2	True	False	15835179-15835280	A	15835754-15836328	Distal	15835280-15835754	False	False	False	0.087	0.116	0.014	0.516	0.251
ENSG00000184465.16_2	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169665135-169665556	ENSG00000184465.16_2_ale_1	True	False	169665135-169665556	A	169664770-169665010	Proximal	169665010-169665135	False	False	False	0.614	0.519	-0.047	0.672	0.049
ENSG00000184465.16_2	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169665135-169665556	ENSG00000184465.16_2_ale_1	True	False	169665486-169665556	A	169664166-169664286	Distal	169664286-169665486	False	False	False	0.386	0.481	0.047	0.672	0.049
ENSG00000184465.16_2	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169672255-169672396	ENSG00000184465.16_2_ale_2	True	False	169672255-169672396	A	169670879-169670957	Proximal	169670957-169672255	False	False	False	0.035	0.086	0.025	0.583	0.175
ENSG00000184465.16_2	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169672255-169672396	ENSG00000184465.16_2_ale_2	True	False	169672255-169672396	A	169664166-169664286	Distal	169664286-169672255	False	False	False	0.094	0.004	-0.049	0.772	0.07
ENSG00000184465.16_2	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169672255-169672396	ENSG00000184465.16_2_ale_3	True	False	169672255-169672396	A	169670879-169670957	Proximal	169670957-169672255	False	False	False	0.035	0.086	0.025	0.583	0.175
ENSG00000184465.16_2	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169672255-169672396	ENSG00000184465.16_2_ale_3	True	False	169672255-169672396	A	169669521-169670693	Distal	169670693-169672255	False	False	True	0.107	0.331	0.184	0.947	0.004
ENSG00000184465.16_2	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169672255-169672396	ENSG00000184465.16_2_ale_4	True	False	169672255-169672396	A	169670879-169670957	Proximal	169670958-169672254	False	False	False	0.769	0.588	-0.131	0.863	0.014
ENSG00000184465.16_2	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169672255-169672396	ENSG00000184465.16_2_ale_4	True	False	169672255-169672396	A	169664166-169664286	Distal	169664286-169672255	False	False	False	0.094	0.004	-0.049	0.772	0.07
ENSG00000184465.16_2	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169672255-169672396	ENSG00000184465.16_2_ale_5	True	False	169672255-169672396	A	169670879-169670957	Proximal	169670958-169672254	False	True	False	0.769	0.588	-0.131	0.863	0.014
ENSG00000184465.16_2	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169672255-169672396	ENSG00000184465.16_2_ale_5	True	False	169672255-169672396	A	169669521-169670693	Distal	169670693-169672255	False	True	True	0.107	0.331	0.184	0.947	0.004
ENSG00000140025.16_1	ENSG00000140025.16	EFCAB11	chr14	-	ENSG00000140025.16:s:89931044-89931631	ENSG00000140025.16_1_ale_1	True	False	89931541-89931631	A	89829831-89831216	Proximal	89831216-89931541	False	False	False	0.056	0.006	-0.023	0.506	0.21
ENSG00000140025.16_1	ENSG00000140025.16	EFCAB11	chr14	-	ENSG00000140025.16:s:89931044-89931631	ENSG00000140025.16_1_ale_1	True	False	89931541-89931631	A	89794669-89797324	Distal	89797324-89931541	False	False	False	0.9	0.757	-0.092	0.77	0.03
ENSG00000140025.16_1	ENSG00000140025.16	EFCAB11	chr14	-	ENSG00000140025.16:s:89931044-89931631	ENSG00000140025.16_1_ale_2	True	False	89931541-89931631	A	89923308-89924677	Proximal	89924677-89931541	False	False	True	0.014	0.225	0.172	0.973	0.002
ENSG00000140025.16_1	ENSG00000140025.16	EFCAB11	chr14	-	ENSG00000140025.16:s:89931044-89931631	ENSG00000140025.16_1_ale_2	True	False	89931541-89931631	A	89829831-89831216	Distal	89831216-89931541	False	False	False	0.056	0.006	-0.023	0.506	0.21
ENSG00000140025.16_1	ENSG00000140025.16	EFCAB11	chr14	-	ENSG00000140025.16:s:89931044-89931631	ENSG00000140025.16_1_ale_3	True	False	89931541-89931631	A	89923308-89924677	Proximal	89924677-89931541	False	False	True	0.014	0.225	0.172	0.973	0.002
ENSG00000140025.16_1	ENSG00000140025.16	EFCAB11	chr14	-	ENSG00000140025.16:s:89931044-89931631	ENSG00000140025.16_1_ale_3	True	False	89931541-89931631	A	89794669-89797324	Distal	89797324-89931541	False	False	False	0.9	0.757	-0.092	0.77	0.03
ENSG00000140025.16_1	ENSG00000140025.16	EFCAB11	chr14	-	ENSG00000140025.16:s:89931044-89931631	ENSG00000140025.16_1_ale_4	True	False	89931541-89931631	A	89923308-89924677	Proximal	89924677-89931541	False	False	True	0.014	0.225	0.172	0.973	0.002
ENSG00000140025.16_1	ENSG00000140025.16	EFCAB11	chr14	-	ENSG00000140025.16:s:89931044-89931631	ENSG00000140025.16_1_ale_4	True	False	89931541-89931631	A	89829831-89831216	Distal	89831216-89931541	False	False	False	0.056	0.006	-0.023	0.506	0.21
ENSG00000114904.13_2	ENSG00000114904.13	NEK4	chr3	-	ENSG00000114904.13:s:52749692-52749829	ENSG00000114904.13_2_ale_1	True	False	52749692-52749829	A	52747330-52747451	Proximal	52747451-52749692	False	False	False	0.01	0.103	0.048	0.681	0.081
ENSG00000114904.13_2	ENSG00000114904.13	NEK4	chr3	-	ENSG00000114904.13:s:52749692-52749829	ENSG00000114904.13_2_ale_1	True	False	52749692-52749829	A	52746734-52746904	Distal	52746904-52749692	False	False	False	0.99	0.897	-0.048	0.681	0.081
ENSG00000151208.17_2	ENSG00000151208.17	DLG5	chr10	-	ENSG00000151208.17:s:77824384-77824730	ENSG00000151208.17_2_ale_1	True	False	77824384-77824476	A	77821782-77822101	Proximal	77822101-77824384	False	False	False	0.896	0.966	0.039	0.635	0.098
ENSG00000151208.17_2	ENSG00000151208.17	DLG5	chr10	-	ENSG00000151208.17:s:77824384-77824730	ENSG00000151208.17_2_ale_1	True	False	77824384-77824476	A	77819895-77820018	Distal	77820018-77824384	False	False	False	0.104	0.034	-0.039	0.635	0.098
ENSG00000151208.17_3	ENSG00000151208.17	DLG5	chr10	-	ENSG00000151208.17:s:77816551-77816701	ENSG00000151208.17_3_ale_1	False	False	77816551-77816701	A	77816033-77816175	Proximal	77816175-77816551	False	False	False	0.09	0.128	0.024	0.616	0.103
ENSG00000151208.17_3	ENSG00000151208.17	DLG5	chr10	-	ENSG00000151208.17:s:77816551-77816701	ENSG00000151208.17_3_ale_1	False	False	77816551-77816701	A	77812215-77812377	Distal	77812377-77816551	False	False	False	0.91	0.872	-0.024	0.616	0.103
ENSG00000151208.17_4	ENSG00000151208.17	DLG5	chr10	-	ENSG00000151208.17:s:77806758-77806928	ENSG00000151208.17_4_ale_1	True	False	77806758-77806928	A	77806105-77806171	Proximal	77806171-77806758	False	False	False	0.109	0.101	-0.004	0.543	0.165
ENSG00000151208.17_4	ENSG00000151208.17	DLG5	chr10	-	ENSG00000151208.17:s:77806758-77806928	ENSG00000151208.17_4_ale_1	True	False	77806758-77806928	A	77805665-77805861	Distal	77805861-77806758	False	False	False	0.84	0.836	-0.002	0.578	0.133
ENSG00000151208.17_4	ENSG00000151208.17	DLG5	chr10	-	ENSG00000151208.17:s:77806758-77806928	ENSG00000151208.17_4_ale_2	True	False	77806758-77806928	A	77806105-77806171	Proximal	77806171-77806758	False	False	False	0.109	0.101	-0.004	0.543	0.165
ENSG00000151208.17_4	ENSG00000151208.17	DLG5	chr10	-	ENSG00000151208.17:s:77806758-77806928	ENSG00000151208.17_4_ale_2	True	False	77806758-77806928	A	77805665-77805928	Distal	77805928-77806758	False	False	False	0.04	0.051	0.005	0.423	0.315
ENSG00000071994.11_1	ENSG00000071994.11	PDCD2	chr6	-	ENSG00000071994.11:s:170582849-170583188	ENSG00000071994.11_1_ale_1	True	False	170583057-170583188	A	170581089-170582265	Proximal	170582265-170583057	False	True	True	0.408	0.284	-0.123	0.951	0.006
ENSG00000071994.11_1	ENSG00000071994.11	PDCD2	chr6	-	ENSG00000071994.11:s:170582849-170583188	ENSG00000071994.11_1_ale_1	True	False	170583057-170583188	A	170580002-170580105	Distal	170580105-170583057	False	True	True	0.426	0.543	0.104	0.938	0.009
ENSG00000071994.11_1	ENSG00000071994.11	PDCD2	chr6	-	ENSG00000071994.11:s:170582849-170583188	ENSG00000071994.11_1_ale_2	True	False	170582849-170583188	A	170581089-170582265	Proximal	170582266-170582848	False	False	False	0.147	0.167	0.015	0.508	0.286
ENSG00000071994.11_1	ENSG00000071994.11	PDCD2	chr6	-	ENSG00000071994.11:s:170582849-170583188	ENSG00000071994.11_1_ale_2	True	False	170583057-170583188	A	170580002-170580105	Distal	170580105-170583057	False	False	True	0.426	0.543	0.104	0.938	0.009
ENSG00000071994.11_2	ENSG00000071994.11	PDCD2	chr6	-	ENSG00000071994.11:s:170578857-170579721	ENSG00000071994.11_2_ale_1	False	False	170578857-170578970	A	170578482-170578656	Proximal	170578656-170578857	False	False	False	0.161	0.113	-0.035	0.637	0.116
ENSG00000071994.11_2	ENSG00000071994.11	PDCD2	chr6	-	ENSG00000071994.11:s:170578857-170579721	ENSG00000071994.11_2_ale_1	False	False	170578857-170578970	A	170575295-170577717	Distal	170577717-170578857	False	False	False	0.839	0.887	0.035	0.637	0.116
ENSG00000105072.9_1	ENSG00000105072.9	C19orf44	chr19	+	ENSG00000105072.9:s:16500792-16501551	ENSG00000105072.9_1_ale_1	False	False	16500792-16501551	A	16503065-16503380	Proximal	16501551-16503065	False	False	False	0.909	0.985	0.051	0.598	0.089
ENSG00000105072.9_1	ENSG00000105072.9	C19orf44	chr19	+	ENSG00000105072.9:s:16500792-16501551	ENSG00000105072.9_1_ale_1	False	False	16500792-16501551	A	16506701-16506774	Distal	16501551-16506701	False	False	False	0.091	0.015	-0.051	0.598	0.089
ENSG00000004455.18_1	ENSG00000004455.18	AK2	chr1	-	ENSG00000004455.18:s:33036736-33037004	ENSG00000004455.18_1_ale_1	False	False	33036736-33037004	A	33029467-33031661	Proximal	33031661-33036736	False	False	False	0.014	0.029	0.0	0.225	0.763
ENSG00000004455.18_1	ENSG00000004455.18	AK2	chr1	-	ENSG00000004455.18:s:33036736-33037004	ENSG00000004455.18_1_ale_1	False	False	33036736-33037004	A	33024442-33024567	Distal	33024567-33036736	False	False	False	0.943	0.953	0.012	0.486	0.267
ENSG00000214046.9_1	ENSG00000214046.9	SMIM7	chr19	-	ENSG00000214046.9:s:16653680-16654125	ENSG00000214046.9_1_ale_1	True	False	16654035-16654125	A	16652356-16652961	Proximal	16652961-16654035	False	False	False	0.093	0.052	-0.025	0.563	0.172
