# {
#     "command": "/media/storage/home/mariokeller/applications/MAJIQv2.3_Oct_2022/bin/voila modulize --changing-between-group-dpsi 0.02 --non-changing-between-group-dpsi 0.02 --changing-between-group-dpsi-secondary 0.01 --probability-changing-threshold 0.9 --probability-non-changing-threshold 0.5 --show-all -j 6 -d /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/modulise/SFPQ_K562_Control-SFPQ_K562_shRNA /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/build/splicegraph.sql /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/dpsi/SFPQ_K562_Control-SFPQ_K562_shRNA.deltapsi.voila",
#     "dpsi_changing_threshold": 0.02,
#     "dpsi_nonchanging_threshold": 0.5,
#     "dpsi_probability_changing_threshold": 0.9,
#     "voila_version": "2.4.dev3+g85d07819"
# }
module_id	gene_id	gene_name	seqid	strand	lsv_id	event_id	complex	denovo	reference_exon_coord	spliced_with	spliced_with_coord	junction_name	junction_coord	event_size	event_non_changing	event_changing	junction_changing	SFPQ_K562_Control_median_psi	SFPQ_K562_shRNA_median_psi	SFPQ_K562_shRNA-SFPQ_K562_Control_median_dpsi	SFPQ_K562_shRNA-SFPQ_K562_Control_probability_changing	SFPQ_K562_shRNA-SFPQ_K562_Control_probability_non_changing
ENSG00000146373.17_1	ENSG00000146373.17	RNF217	chr6	+	ENSG00000146373.17:s:124962437-124963426	ENSG00000146373.17_1_A3_1	True	False	124962437-124963426	E2	124971478-124971598	Proximal	124963426-124971478	23	False	False	False	0.019	0.1	0.05	0.693	0.075
ENSG00000146373.17_1	ENSG00000146373.17	RNF217	chr6	+	ENSG00000146373.17:s:124962437-124963426	ENSG00000146373.17_1_A3_1	True	False	124962437-124963426	E2	124971478-124971598	Distal	124963426-124971501	23	False	False	False	0.019	0.073	0.037	0.58	0.126
ENSG00000037637.11_1	ENSG00000037637.11	FBXO42	chr1	-	ENSG00000037637.11:s:16352255-16352480	ENSG00000037637.11_1_A3_1	True	True	16352255-16352480	E2	16316437-16316571	Proximal	16316571-16352255	3	False	True	True	0.042	0.214	0.158	0.936	0.005
ENSG00000037637.11_1	ENSG00000037637.11	FBXO42	chr1	-	ENSG00000037637.11:s:16352255-16352480	ENSG00000037637.11_1_A3_1	True	True	16352255-16352480	E2	16316437-16316571	Distal	16316568-16352255	3	False	True	True	0.051	0.236	0.173	0.948	0.004
ENSG00000111912.20_3	ENSG00000111912.20	NCOA7	chr6	+	ENSG00000111912.20:s:125885159-125885343	ENSG00000111912.20_3_A3_1	False	False	125885159-125885343	E2	125888939-125889981	Proximal	125885343-125888939	33	False	False	False	0.545	0.717	0.104	0.778	0.024
ENSG00000111912.20_3	ENSG00000111912.20	NCOA7	chr6	+	ENSG00000111912.20:s:125885159-125885343	ENSG00000111912.20_3_A3_1	False	False	125885159-125885343	E2	125888939-125889981	Distal	125885343-125888972	33	False	False	False	0.455	0.283	-0.104	0.778	0.024
ENSG00000055070.17_1	ENSG00000055070.17	SZRD1	chr1	+	ENSG00000055070.17:s:16367088-16367308	ENSG00000055070.17_1_A3_1	True	False	16367088-16367308	E2	16393228-16393482	Proximal	16367308-16393228	3	False	False	False	0.259	0.311	0.037	0.64	0.109
ENSG00000055070.17_1	ENSG00000055070.17	SZRD1	chr1	+	ENSG00000055070.17:s:16367088-16367308	ENSG00000055070.17_1_A3_1	True	False	16367088-16367308	E2	16393228-16393482	Distal	16367308-16393231	3	False	False	False	0.294	0.351	0.044	0.696	0.079
ENSG00000055070.17_1	ENSG00000055070.17	SZRD1	chr1	+	ENSG00000055070.17:t:16393228-16393482	ENSG00000055070.17_1_A3_2	True	False	16393228-16393482	E1	16391375-16391424	Proximal	16391424-16393228	3	False	False	True	0.267	0.17	-0.086	0.933	0.01
ENSG00000055070.17_1	ENSG00000055070.17	SZRD1	chr1	+	ENSG00000055070.17:t:16393228-16393482	ENSG00000055070.17_1_A3_2	True	False	16393228-16393482	E1	16391375-16391424	Distal	16391424-16393231	3	False	False	False	0.133	0.148	0.008	0.425	0.333
ENSG00000167670.16_3	ENSG00000167670.16	CHAF1A	chr19	+	ENSG00000167670.16:s:4429038-4429606	ENSG00000167670.16_3_A3_1	False	False	4429438-4429606	E2	4429708-4429788	Proximal	4429606-4429708	3	False	False	False	0.949	0.974	0.019	0.51	0.244
ENSG00000167670.16_3	ENSG00000167670.16	CHAF1A	chr19	+	ENSG00000167670.16:s:4429038-4429606	ENSG00000167670.16_3_A3_1	False	True	4429438-4429606	E2	4429708-4429788	Distal	4429606-4429711	3	False	False	False	0.051	0.026	-0.019	0.51	0.244
ENSG00000167674.15_1	ENSG00000167674.15	HDGFL2	chr19	+	ENSG00000167674.15:s:4501191-4501317	ENSG00000167674.15_1_A3_1	False	False	4501191-4501317	E2	4501911-4502208	Proximal	4501317-4501911	3	False	False	False	0.739	0.719	-0.008	0.567	0.143
ENSG00000167674.15_1	ENSG00000167674.15	HDGFL2	chr19	+	ENSG00000167674.15:s:4501191-4501317	ENSG00000167674.15_1_A3_1	False	False	4501191-4501317	E2	4501911-4502208	Distal	4501317-4501914	3	False	False	False	0.258	0.278	0.008	0.567	0.143
ENSG00000142002.19_3	ENSG00000142002.19	DPP9	chr19	-	ENSG00000142002.19:s:4690878-4690957	ENSG00000142002.19_3_A3_1	False	False	4690878-4690957	E2	4689570-4689722	Proximal	4689722-4690878	39	False	False	False	0.938	0.975	0.014	0.436	0.275
ENSG00000142002.19_3	ENSG00000142002.19	DPP9	chr19	-	ENSG00000142002.19:s:4690878-4690957	ENSG00000142002.19_3_A3_1	False	False	4690878-4690957	E2	4689570-4689722	Distal	4689683-4690878	39	False	False	False	0.062	0.025	-0.014	0.436	0.275
ENSG00000159363.19_1	ENSG00000159363.19	ATP13A2	chr1	-	ENSG00000159363.19:s:17004692-17004821	ENSG00000159363.19_1_A3_1	True	False	17004692-17004821	E2	17004332-17004411	Proximal	17004411-17004692	3	False	False	False	0.421	0.293	-0.073	0.724	0.042
ENSG00000159363.19_1	ENSG00000159363.19	ATP13A2	chr1	-	ENSG00000159363.19:s:17004692-17004821	ENSG00000159363.19_1_A3_1	True	False	17004692-17004821	E2	17004332-17004411	Distal	17004408-17004692	3	False	False	False	0.08	0.207	0.088	0.798	0.029
ENSG00000159363.19_1	ENSG00000159363.19	ATP13A2	chr1	-	ENSG00000159363.19:s:17004692-17004821	ENSG00000159363.19_1_A3_2	True	False	17004707-17004821	E2	17004332-17004411	Proximal	17004411-17004707	3	False	False	False	0.416	0.494	0.047	0.662	0.068
ENSG00000159363.19_1	ENSG00000159363.19	ATP13A2	chr1	-	ENSG00000159363.19:s:17004692-17004821	ENSG00000159363.19_1_A3_2	True	False	17004707-17004821	E2	17004332-17004411	Distal	17004408-17004707	3	False	False	False	0.087	0.004	-0.045	0.69	0.084
ENSG00000159363.19_2	ENSG00000159363.19	ATP13A2	chr1	-	ENSG00000159363.19:s:17002034-17002103	ENSG00000159363.19_2_A3_1	False	False	17002034-17002103	E2	17000400-17000534	Proximal	17000534-17002034	27	False	False	False	0.977	0.924	-0.032	0.626	0.129
ENSG00000159363.19_2	ENSG00000159363.19	ATP13A2	chr1	-	ENSG00000159363.19:s:17002034-17002103	ENSG00000159363.19_2_A3_1	False	False	17002034-17002103	E2	17000400-17000534	Distal	17000507-17002034	27	False	False	False	0.023	0.076	0.032	0.626	0.129
ENSG00000198945.8_2	ENSG00000198945.8	L3MBTL3	chr6	+	ENSG00000198945.8:s:130049282-130049393	ENSG00000198945.8_2_A3_1	True	False	130049282-130049393	E2	130049651-130049830	Proximal	130049393-130049651	105	False	False	False	0.007	0.054	0.014	0.369	0.344
ENSG00000198945.8_2	ENSG00000198945.8	L3MBTL3	chr6	+	ENSG00000198945.8:s:130049282-130049393	ENSG00000198945.8_2_A3_1	True	False	130049282-130049393	E2	130049651-130049830	Distal	130049393-130049756	105	False	False	False	0.163	0.268	0.059	0.674	0.047
ENSG00000160633.13_4	ENSG00000160633.13	SAFB	chr19	+	ENSG00000160633.13:s:5657241-5657347	ENSG00000160633.13_4_A3_1	False	False	5657241-5657347	E2	5661518-5661808	Proximal	5657347-5661518	3	False	False	False	0.408	0.401	-0.005	0.592	0.164
ENSG00000160633.13_4	ENSG00000160633.13	SAFB	chr19	+	ENSG00000160633.13:s:5657241-5657347	ENSG00000160633.13_4_A3_1	False	False	5657241-5657347	E2	5661518-5661808	Distal	5657347-5661521	3	False	False	False	0.583	0.57	-0.006	0.572	0.18
ENSG00000160633.13_6	ENSG00000160633.13	SAFB	chr19	+	ENSG00000160633.13:s:5666656-5667164	ENSG00000160633.13_6_A3_1	False	False	5666656-5667164	E2	5667347-5667450	Proximal	5667164-5667347	6	False	False	False	0.652	0.671	0.011	0.507	0.214
ENSG00000160633.13_6	ENSG00000160633.13	SAFB	chr19	+	ENSG00000160633.13:s:5666656-5667164	ENSG00000160633.13_6_A3_1	False	False	5666656-5667164	E2	5667347-5667450	Distal	5667164-5667353	6	False	False	False	0.348	0.329	-0.011	0.507	0.214
ENSG00000141994.16_1	ENSG00000141994.16	DUS3L	chr19	-	ENSG00000141994.16:s:5787061-5787171	ENSG00000141994.16_1_A3_1	True	False	5787061-5787171	E2	5786749-5786919	Proximal	5786919-5787061	74	False	False	False	0.471	0.396	-0.033	0.651	0.074
ENSG00000141994.16_1	ENSG00000141994.16	DUS3L	chr19	-	ENSG00000141994.16:s:5787061-5787171	ENSG00000141994.16_1_A3_1	True	False	5787061-5787171	E2	5786749-5786919	Distal	5786845-5787061	74	False	False	False	0.486	0.544	0.026	0.632	0.08
ENSG00000127481.15_1	ENSG00000127481.15	UBR4	chr1	-	ENSG00000127481.15:s:19146826-19147000	ENSG00000127481.15_1_A3_1	True	False	19146826-19147000	E2	19145793-19145933	Proximal	19145933-19146826	3	False	False	False	0.769	0.772	0.002	0.506	0.199
ENSG00000127481.15_1	ENSG00000127481.15	UBR4	chr1	-	ENSG00000127481.15:s:19146826-19147000	ENSG00000127481.15_1_A3_1	True	True	19146826-19147000	E2	19145793-19145933	Distal	19145930-19146826	3	False	False	False	0.057	0.044	-0.009	0.438	0.315
ENSG00000127481.15_2	ENSG00000127481.15	UBR4	chr1	-	ENSG00000127481.15:t:19139083-19139220	ENSG00000127481.15_2_A3_1	False	False	19140788-19139220	E1	19140788-19139220	Proximal	19139220-19140788	6	False	False	False	0.944	0.92	-0.015	0.442	0.294
ENSG00000127481.15_2	ENSG00000127481.15	UBR4	chr1	-	ENSG00000127481.15:t:19139083-19139220	ENSG00000127481.15_2_A3_1	False	True	19140788-19139220	E1	19140788-19139220	Distal	19139214-19140788	6	False	False	False	0.048	0.066	0.016	0.505	0.241
ENSG00000127463.16_4	ENSG00000127463.16	EMC1	chr1	-	ENSG00000127463.16:s:19239231-19239302	ENSG00000127463.16_4_A3_1	False	False	19239231-19239302	E2	19238795-19238857	Proximal	19238857-19239231	3	False	False	False	0.726	0.839	0.067	0.733	0.044
ENSG00000127463.16_4	ENSG00000127463.16	EMC1	chr1	-	ENSG00000127463.16:s:19239231-19239302	ENSG00000127463.16_4_A3_1	False	False	19239231-19239302	E2	19238795-19238857	Distal	19238854-19239231	3	False	False	False	0.274	0.161	-0.067	0.733	0.044
ENSG00000040487.13_2	ENSG00000040487.13	SLC66A1	chr1	+	ENSG00000040487.13:s:19324633-19324762	ENSG00000040487.13_2_A3_1	False	False	19324633-19324762	E2	19325495-19325582	Proximal	19324762-19325495	31	False	False	False	0.784	0.689	-0.055	0.679	0.054
ENSG00000040487.13_2	ENSG00000040487.13	SLC66A1	chr1	+	ENSG00000040487.13:s:19324633-19324762	ENSG00000040487.13_2_A3_1	False	False	19324633-19324762	E2	19325495-19325582	Distal	19324762-19325526	31	False	False	False	0.216	0.311	0.055	0.679	0.054
ENSG00000125734.16_3	ENSG00000125734.16	GPR108	chr19	-	ENSG00000125734.16:s:6731473-6731522	ENSG00000125734.16_3_A3_1	False	True	6731473-6731522	E2	6731253-6731314	Proximal	6731314-6731473	32	False	False	False	0.058	0.049	-0.008	0.455	0.268
ENSG00000125734.16_3	ENSG00000125734.16	GPR108	chr19	-	ENSG00000125734.16:s:6731473-6731522	ENSG00000125734.16_3_A3_1	False	False	6731473-6731522	E2	6731253-6731314	Distal	6731282-6731473	32	False	False	False	0.94	0.949	0.008	0.457	0.265
ENSG00000125734.16_4	ENSG00000125734.16	GPR108	chr19	-	ENSG00000125734.16:s:6731199-6731234	ENSG00000125734.16_4_A3_1	False	False	6731199-6731234	E2	6730987-6731111	Proximal	6731111-6731199	57	False	False	False	0.937	0.977	0.027	0.504	0.185
ENSG00000125734.16_4	ENSG00000125734.16	GPR108	chr19	-	ENSG00000125734.16:s:6731199-6731234	ENSG00000125734.16_4_A3_1	False	False	6731199-6731234	E2	6730987-6731111	Distal	6731054-6731199	57	False	False	False	0.063	0.023	-0.027	0.504	0.185
ENSG00000100650.16_5	ENSG00000100650.16	SRSF5	chr14	+	ENSG00000100650.16:s:69770881-69771108	ENSG00000100650.16_5_A3_1	False	False	69770881-69771105	E2	69771194-69771915	Proximal	69771105-69771194	3	False	False	False	0.835	0.83	0.004	0.413	0.346
ENSG00000100650.16_5	ENSG00000100650.16	SRSF5	chr14	+	ENSG00000100650.16:s:69770881-69771108	ENSG00000100650.16_5_A3_1	False	False	69770881-69771105	E2	69771194-69771915	Distal	69771105-69771197	3	False	False	False	0.165	0.17	-0.004	0.413	0.346
ENSG00000125731.13_3	ENSG00000125731.13	SH2D3A	chr19	-	ENSG00000125731.13:s:6754616-6754731	ENSG00000125731.13_3_A3_1	False	True	6754616-6754731	E2	6754251-6754448	Proximal	6754448-6754616	23	False	False	False	0.783	0.517	-0.172	0.809	0.009
ENSG00000125731.13_3	ENSG00000125731.13	SH2D3A	chr19	-	ENSG00000125731.13:s:6754616-6754731	ENSG00000125731.13_3_A3_1	False	False	6754616-6754731	E2	6754251-6754448	Distal	6754425-6754616	23	False	False	False	0.203	0.466	0.175	0.813	0.009
ENSG00000141968.8_2	ENSG00000141968.8	VAV1	chr19	+	ENSG00000141968.8:s:6828815-6828900	ENSG00000141968.8_2_A3_1	False	False	6828815-6828900	E2	6829786-6829918	Proximal	6828900-6829786	87	False	False	False	0.735	0.91	0.096	0.767	0.025
ENSG00000141968.8_2	ENSG00000141968.8	VAV1	chr19	+	ENSG00000141968.8:s:6828815-6828900	ENSG00000141968.8_2_A3_1	False	False	6828815-6828900	E2	6829786-6829918	Distal	6828900-6829873	87	False	False	False	0.265	0.09	-0.096	0.767	0.025
ENSG00000127483.19_3	ENSG00000127483.19	HP1BP3	chr1	-	ENSG00000127483.19:t:20749723-20750251	ENSG00000127483.19_3_A3_1	True	True	20757166-20749975	E1	20757166-20749975	Proximal	20749975-20757166	93	False	False	True	0.136	0.235	0.092	0.954	0.008
ENSG00000127483.19_3	ENSG00000127483.19	HP1BP3	chr1	-	ENSG00000127483.19:t:20749723-20750251	ENSG00000127483.19_3_A3_1	True	False	20757166-20749975	E1	20757166-20749975	Distal	20749882-20757166	93	False	False	False	0.579	0.566	-0.012	0.529	0.242
ENSG00000127483.19_3	ENSG00000127483.19	HP1BP3	chr1	-	ENSG00000127483.19:s:20765377-20765531	ENSG00000127483.19_3_A3_2	True	True	20765377-20765531	E2	20749723-20749975	Proximal	20749975-20765377	93	False	False	False	0.049	0.047	-0.001	0.369	0.416
ENSG00000127483.19_3	ENSG00000127483.19	HP1BP3	chr1	-	ENSG00000127483.19:s:20765377-20765531	ENSG00000127483.19_3_A3_2	True	True	20765377-20765531	E2	20749723-20749975	Distal	20749882-20765377	93	False	False	False	0.171	0.101	-0.057	0.847	0.035
ENSG00000075151.24_2	ENSG00000075151.24	EIF4G3	chr1	-	ENSG00000075151.24:s:21002713-21002808	ENSG00000075151.24_2_A3_1	True	False	21002713-21002808	E2	21001199-21001324	Proximal	21001324-21002713	12	False	False	False	0.074	0.104	0.021	0.535	0.192
ENSG00000075151.24_2	ENSG00000075151.24	EIF4G3	chr1	-	ENSG00000075151.24:s:21002713-21002808	ENSG00000075151.24_2_A3_1	True	False	21002713-21002808	E2	21001199-21001324	Distal	21001312-21002713	12	False	False	False	0.189	0.15	-0.02	0.567	0.149
ENSG00000075151.24_3	ENSG00000075151.24	EIF4G3	chr1	-	ENSG00000075151.24:s:20969474-20969596	ENSG00000075151.24_3_A3_1	False	False	20969474-20969596	E2	20950003-20950111	Proximal	20950111-20969474	3	False	False	False	0.548	0.48	-0.05	0.652	0.071
ENSG00000075151.24_3	ENSG00000075151.24	EIF4G3	chr1	-	ENSG00000075151.24:s:20969474-20969596	ENSG00000075151.24_3_A3_1	False	False	20969474-20969596	E2	20950003-20950111	Distal	20950108-20969474	3	False	False	False	0.452	0.52	0.05	0.652	0.071
ENSG00000171988.20_4	ENSG00000171988.20	JMJD1C	chr10	-	ENSG00000171988.20:s:63217207-63217331	ENSG00000171988.20_4_A3_1	True	False	63217207-63217331	E2	63215549-63215696	Proximal	63215696-63217207	79	False	False	False	0.739	0.624	-0.079	0.715	0.038
ENSG00000171988.20_4	ENSG00000171988.20	JMJD1C	chr10	-	ENSG00000171988.20:s:63217207-63217331	ENSG00000171988.20_4_A3_1	True	False	63217207-63217331	E2	63215549-63215696	Distal	63215617-63217207	79	False	False	False	0.169	0.154	-0.003	0.577	0.133
ENSG00000032444.17_2	ENSG00000032444.17	PNPLA6	chr19	+	ENSG00000032444.17:s:7551362-7551437	ENSG00000032444.17_2_A3_1	False	False	7551362-7551437	E2	7553872-7554015	Proximal	7551437-7553872	3	False	False	False	0.042	0.266	0.168	0.88	0.007
ENSG00000032444.17_2	ENSG00000032444.17	PNPLA6	chr19	+	ENSG00000032444.17:s:7551362-7551437	ENSG00000032444.17_2_A3_1	False	False	7551362-7551437	E2	7553872-7554015	Distal	7551437-7553875	3	False	False	False	0.958	0.734	-0.168	0.88	0.007
ENSG00000029363.17_1	ENSG00000029363.17	BCLAF1	chr6	-	ENSG00000029363.17:s:136279483-136279876	ENSG00000029363.17_1_A3_1	False	False	136279763-136279876	E2	136277865-136278776	Proximal	136278776-136279763	6	False	False	False	0.917	0.919	-0.0	0.495	0.225
ENSG00000029363.17_1	ENSG00000029363.17	BCLAF1	chr6	-	ENSG00000029363.17:s:136279483-136279876	ENSG00000029363.17_1_A3_1	False	False	136279763-136279876	E2	136277865-136278776	Distal	136278770-136279763	6	False	False	False	0.083	0.081	0.0	0.495	0.225
ENSG00000112357.14_1	ENSG00000112357.14	PEX7	chr6	+	ENSG00000112357.14:s:136825214-136825271	ENSG00000112357.14_1_A3_1	False	False	136825214-136825271	E2	136826314-136826469	Proximal	136825271-136826314	5	False	False	False	0.083	0.016	-0.031	0.584	0.143
ENSG00000112357.14_1	ENSG00000112357.14	PEX7	chr6	+	ENSG00000112357.14:s:136825214-136825271	ENSG00000112357.14_1_A3_1	False	False	136825214-136825271	E2	136826314-136826469	Distal	136825271-136826319	5	False	False	False	0.917	0.984	0.031	0.584	0.143
ENSG00000076864.21_5	ENSG00000076864.21	RAP1GAP	chr1	-	ENSG00000076864.21:s:21598400-21598502	ENSG00000076864.21_5_A3_1	True	False	21598400-21598502	E2	21597961-21598064	Proximal	21598064-21598400	24	False	False	False	0.786	0.694	-0.066	0.772	0.044
ENSG00000076864.21_5	ENSG00000076864.21	RAP1GAP	chr1	-	ENSG00000076864.21:s:21598400-21598502	ENSG00000076864.21_5_A3_1	True	False	21598400-21598502	E2	21597961-21598064	Distal	21598040-21598400	24	False	False	False	0.119	0.113	-0.006	0.489	0.232
ENSG00000076864.21_5	ENSG00000076864.21	RAP1GAP	chr1	-	ENSG00000076864.21:s:21598400-21598502	ENSG00000076864.21_5_A3_2	True	False	21598400-21598502	E2	21597961-21598095	Proximal	21598095-21598400	55	False	False	False	0.093	0.191	0.085	0.872	0.02
ENSG00000076864.21_5	ENSG00000076864.21	RAP1GAP	chr1	-	ENSG00000076864.21:s:21598400-21598502	ENSG00000076864.21_5_A3_2	True	False	21598400-21598502	E2	21597961-21598095	Distal	21598040-21598400	55	False	False	False	0.119	0.113	-0.006	0.489	0.232
ENSG00000076864.21_5	ENSG00000076864.21	RAP1GAP	chr1	-	ENSG00000076864.21:s:21598400-21598502	ENSG00000076864.21_5_A3_3	True	False	21598400-21598502	E2	21597961-21598095	Proximal	21598095-21598400	31	False	False	False	0.093	0.191	0.085	0.872	0.02
ENSG00000076864.21_5	ENSG00000076864.21	RAP1GAP	chr1	-	ENSG00000076864.21:s:21598400-21598502	ENSG00000076864.21_5_A3_3	True	False	21598400-21598502	E2	21597961-21598095	Distal	21598064-21598400	31	False	False	False	0.786	0.694	-0.066	0.772	0.044
ENSG00000090686.16_1	ENSG00000090686.16	USP48	chr1	-	ENSG00000090686.16:t:21729704-21729832	ENSG00000090686.16_1_A3_1	True	False	21736446-21729832	E1	21736430-21729832	Proximal	21729832-21736446	3	False	False	False	0.756	0.802	0.028	0.649	0.102
ENSG00000090686.16_1	ENSG00000090686.16	USP48	chr1	-	ENSG00000090686.16:t:21729704-21729832	ENSG00000090686.16_1_A3_1	True	False	21736446-21729832	E1	21736430-21729832	Distal	21729829-21736446	3	False	False	False	0.153	0.173	0.014	0.525	0.187
ENSG00000090686.16_3	ENSG00000090686.16	USP48	chr1	-	ENSG00000090686.16:s:21721650-21721764	ENSG00000090686.16_3_A3_1	False	False	21721650-21721764	E2	21721036-21721166	Proximal	21721166-21721650	3	False	False	False	0.682	0.664	-0.02	0.543	0.17
ENSG00000090686.16_3	ENSG00000090686.16	USP48	chr1	-	ENSG00000090686.16:s:21721650-21721764	ENSG00000090686.16_3_A3_1	False	False	21721650-21721764	E2	21721036-21721166	Distal	21721163-21721650	3	False	False	False	0.318	0.336	0.02	0.543	0.17
ENSG00000090686.16_4	ENSG00000090686.16	USP48	chr1	-	ENSG00000090686.16:s:21705727-21705837	ENSG00000090686.16_4_A3_1	False	False	21705727-21705837	E2	21704262-21704392	Proximal	21704392-21705727	5	False	False	False	0.843	0.877	0.022	0.546	0.19
ENSG00000090686.16_4	ENSG00000090686.16	USP48	chr1	-	ENSG00000090686.16:s:21705727-21705837	ENSG00000090686.16_4_A3_1	False	True	21705727-21705837	E2	21704262-21704392	Distal	21704387-21705727	5	False	False	False	0.157	0.123	-0.022	0.546	0.19
ENSG00000076984.18_2	ENSG00000076984.18	MAP2K7	chr19	+	ENSG00000076984.18:s:7911250-7911356	ENSG00000076984.18_2_A3_1	False	False	7911250-7911330	E2	7911415-7911578	Proximal	7911330-7911415	21	False	False	False	0.039	0.063	0.008	0.476	0.265
