# {
#     "command": "/media/storage/home/mariokeller/applications/MAJIQv2.3_Oct_2022/bin/voila modulize --changing-between-group-dpsi 0.02 --non-changing-between-group-dpsi 0.02 --changing-between-group-dpsi-secondary 0.01 --probability-changing-threshold 0.9 --probability-non-changing-threshold 0.5 --show-all -j 6 -d /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/modulise/SFPQ_K562_Control-SFPQ_K562_shRNA /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/build/splicegraph.sql /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/dpsi/SFPQ_K562_Control-SFPQ_K562_shRNA.deltapsi.voila",
#     "dpsi_changing_threshold": 0.02,
#     "dpsi_nonchanging_threshold": 0.5,
#     "dpsi_probability_changing_threshold": 0.9,
#     "voila_version": "2.4.dev3+g85d07819"
# }
module_id	gene_id	gene_name	seqid	strand	lsv_id	event_id	complex	denovo	reference_exon_coord	spliced_with	spliced_with_coord	junction_name	junction_coord	event_size	event_non_changing	event_changing	junction_changing	SFPQ_K562_Control_median_psi	SFPQ_K562_shRNA_median_psi	SFPQ_K562_shRNA-SFPQ_K562_Control_median_dpsi	SFPQ_K562_shRNA-SFPQ_K562_Control_probability_changing	SFPQ_K562_shRNA-SFPQ_K562_Control_probability_non_changing
ENSG00000185101.13_2	ENSG00000185101.13	ANO9	chr11	-	ENSG00000185101.13:s:429474-429652	ENSG00000185101.13_2_A5_1	False	False	429474-429652	E2	428722-428826	Proximal	428826-429474	96	False	False	False	0.07	0.074	0.004	0.369	0.406
ENSG00000185101.13_2	ENSG00000185101.13	ANO9	chr11	-	ENSG00000185101.13:s:429474-429652	ENSG00000185101.13_2_A5_1	False	False	429474-429652	E2	428722-428826	Distal	428826-429570	96	False	False	False	0.93	0.926	-0.004	0.369	0.406
ENSG00000122481.17_2	ENSG00000122481.17	RWDD3	chr1	+	ENSG00000122481.17:s:95244565-95244715	ENSG00000122481.17_2_A5_1	True	False	95244565-95244698	E2	95246542-95246657	Proximal	95244698-95246542	47	False	False	False	0.555	0.484	-0.039	0.658	0.059
ENSG00000122481.17_2	ENSG00000122481.17	RWDD3	chr1	+	ENSG00000122481.17:s:95244565-95244715	ENSG00000122481.17_2_A5_1	True	False	95244565-95244698	E2	95246542-95246657	Distal	95244651-95246542	47	False	False	False	0.088	0.084	-0.002	0.496	0.215
ENSG00000122481.17_2	ENSG00000122481.17	RWDD3	chr1	+	ENSG00000122481.17:s:95244565-95244715	ENSG00000122481.17_2_A5_2	True	True	95244565-95244715	E2	95246542-95246657	Proximal	95244715-95246542	64	False	False	False	0.297	0.135	-0.125	0.817	0.016
ENSG00000122481.17_2	ENSG00000122481.17	RWDD3	chr1	+	ENSG00000122481.17:s:95244565-95244715	ENSG00000122481.17_2_A5_2	True	False	95244565-95244715	E2	95246542-95246657	Distal	95244651-95246542	64	False	False	False	0.088	0.084	-0.002	0.496	0.215
ENSG00000122481.17_2	ENSG00000122481.17	RWDD3	chr1	+	ENSG00000122481.17:s:95244565-95244715	ENSG00000122481.17_2_A5_3	True	True	95244565-95244715	E2	95246542-95246657	Proximal	95244715-95246542	17	False	False	False	0.297	0.135	-0.125	0.817	0.016
ENSG00000122481.17_2	ENSG00000122481.17	RWDD3	chr1	+	ENSG00000122481.17:s:95244565-95244715	ENSG00000122481.17_2_A5_3	True	False	95244565-95244715	E2	95246542-95246657	Distal	95244698-95246542	17	False	False	False	0.555	0.484	-0.039	0.658	0.059
ENSG00000079432.9_2	ENSG00000079432.9	CIC	chr19	+	ENSG00000079432.9:t:42286771-42286920	ENSG00000079432.9_2_A5_1	True	False	42286771-42286920	E1	42284020-42286336	Proximal	42286336-42286771	1565	False	False	False	0.048	0.061	0.007	0.448	0.276
ENSG00000079432.9_2	ENSG00000079432.9	CIC	chr19	+	ENSG00000079432.9:t:42286771-42286920	ENSG00000079432.9_2_A5_1	True	False	42286771-42286920	E1	42284020-42286336	Distal	42284771-42286771	1565	False	False	False	0.235	0.186	-0.029	0.599	0.111
ENSG00000079432.9_5	ENSG00000079432.9	CIC	chr19	+	ENSG00000079432.9:s:42294173-42294304	ENSG00000079432.9_5_A5_1	False	False	42294173-42294304	E2	42294604-42294735	Proximal	42294304-42294604	6	False	False	False	0.715	0.745	0.018	0.628	0.085
ENSG00000079432.9_5	ENSG00000079432.9	CIC	chr19	+	ENSG00000079432.9:s:42294173-42294304	ENSG00000079432.9_5_A5_1	False	False	42294173-42294304	E2	42294604-42294735	Distal	42294298-42294604	6	False	False	False	0.28	0.241	-0.027	0.649	0.076
ENSG00000117569.19_1	ENSG00000117569.19	PTBP2	chr1	+	ENSG00000117569.19:t:96723564-96723594	ENSG00000117569.19_1_A5_1	False	False	96723564-96723594	E1	96721665-96721896	Proximal	96721896-96723564	24	False	False	False	0.076	0.047	-0.016	0.503	0.188
ENSG00000117569.19_1	ENSG00000117569.19	PTBP2	chr1	+	ENSG00000117569.19:t:96723564-96723594	ENSG00000117569.19_1_A5_1	False	False	96723564-96723594	E1	96721665-96721896	Distal	96721872-96723564	24	False	False	False	0.912	0.911	0.0	0.544	0.152
ENSG00000069956.14_1	ENSG00000069956.14	MAPK6	chr15	+	ENSG00000069956.14:t:52045830-52047015	ENSG00000069956.14_1_A5_1	True	False	52045830-52047015	E1	52019209-52019390	Proximal	52019390-52045830	14	False	False	False	0.081	0.009	-0.044	0.797	0.058
ENSG00000069956.14_1	ENSG00000069956.14	MAPK6	chr15	+	ENSG00000069956.14:t:52045830-52047015	ENSG00000069956.14_1_A5_1	True	False	52045830-52047015	E1	52019209-52019390	Distal	52019376-52045830	14	False	False	False	0.825	0.757	-0.041	0.649	0.096
ENSG00000105755.8_1	ENSG00000105755.8	ETHE1	chr19	-	ENSG00000105755.8:s:43526937-43527230	ENSG00000105755.8_1_A5_1	False	False	43526937-43527230	E2	43526515-43526659	Proximal	43526659-43526937	160	False	True	True	0.289	0.052	-0.198	0.941	0.003
ENSG00000105755.8_1	ENSG00000105755.8	ETHE1	chr19	-	ENSG00000105755.8:s:43526937-43527230	ENSG00000105755.8_1_A5_1	False	False	43526937-43527230	E2	43526515-43526659	Distal	43526659-43527097	160	False	True	True	0.711	0.948	0.198	0.941	0.003
ENSG00000124444.16_1	ENSG00000124444.16	ZNF576	chr19	+	ENSG00000124444.16:t:43597094-43597545	ENSG00000124444.16_1_A5_1	True	False	43597094-43597193	E1	43596595-43596743	Proximal	43596743-43597094	105	False	False	False	0.743	0.753	0.009	0.603	0.107
ENSG00000124444.16_1	ENSG00000124444.16	ZNF576	chr19	+	ENSG00000124444.16:t:43597094-43597545	ENSG00000124444.16_1_A5_1	True	False	43597094-43597193	E1	43596595-43596743	Distal	43596638-43597094	105	False	False	False	0.057	0.028	-0.015	0.436	0.27
ENSG00000011422.12_1	ENSG00000011422.12	PLAUR	chr19	-	ENSG00000011422.12:t:43667215-43667691	ENSG00000011422.12_1_A5_1	True	False	43667581-43667691	E1	43667777-43668256	Proximal	43667691-43667777	2	False	False	True	0.823	0.444	-0.322	0.963	0.001
ENSG00000011422.12_1	ENSG00000011422.12	PLAUR	chr19	-	ENSG00000011422.12:t:43667215-43667691	ENSG00000011422.12_1_A5_1	True	False	43667581-43667691	E1	43667777-43668256	Distal	43667691-43667779	2	False	False	False	0.003	0.065	0.018	0.421	0.277
ENSG00000011422.12_1	ENSG00000011422.12	PLAUR	chr19	-	ENSG00000011422.12:t:43667215-43667691	ENSG00000011422.12_1_A5_2	True	False	43667581-43667691	E1	43667777-43668256	Proximal	43667691-43667777	267	False	False	True	0.823	0.444	-0.322	0.963	0.001
ENSG00000011422.12_1	ENSG00000011422.12	PLAUR	chr19	-	ENSG00000011422.12:t:43667215-43667691	ENSG00000011422.12_1_A5_2	True	False	43667581-43667691	E1	43667777-43668256	Distal	43667691-43668044	267	False	False	False	0.003	0.059	0.024	0.446	0.225
ENSG00000011422.12_1	ENSG00000011422.12	PLAUR	chr19	-	ENSG00000011422.12:t:43667215-43667691	ENSG00000011422.12_1_A5_3	True	False	43667581-43667691	E1	43667779-43668256	Proximal	43667691-43667779	265	False	False	False	0.003	0.065	0.018	0.421	0.277
ENSG00000011422.12_1	ENSG00000011422.12	PLAUR	chr19	-	ENSG00000011422.12:t:43667215-43667691	ENSG00000011422.12_1_A5_3	True	False	43667581-43667691	E1	43667779-43668256	Distal	43667691-43668044	265	False	False	False	0.003	0.059	0.024	0.446	0.225
ENSG00000104783.15_2	ENSG00000104783.15	KCNN4	chr19	-	ENSG00000104783.15:s:43769333-43769560	ENSG00000104783.15_2_A5_1	False	False	43769347-43769560	E2	43768963-43769032	Proximal	43769032-43769347	95	False	False	False	0.059	0.04	-0.005	0.414	0.305
ENSG00000104783.15_2	ENSG00000104783.15	KCNN4	chr19	-	ENSG00000104783.15:s:43769333-43769560	ENSG00000104783.15_2_A5_1	False	False	43769347-43769560	E2	43768963-43769032	Distal	43769032-43769442	95	False	False	False	0.934	0.95	0.005	0.443	0.267
ENSG00000167637.18_1	ENSG00000167637.18	ZNF283	chr19	+	ENSG00000167637.18:t:43828196-43828281	ENSG00000167637.18_1_A5_1	True	True	43828202-43828281	E1	43827776-43827981	Proximal	43827981-43828202	41	False	False	False	0.504	0.365	-0.089	0.754	0.031
ENSG00000167637.18_1	ENSG00000167637.18	ZNF283	chr19	+	ENSG00000167637.18:t:43828196-43828281	ENSG00000167637.18_1_A5_1	True	False	43828202-43828281	E1	43827776-43827981	Distal	43827940-43828202	41	False	False	False	0.494	0.513	0.011	0.62	0.092
ENSG00000177030.19_1	ENSG00000177030.19	DEAF1	chr11	-	ENSG00000177030.19:t:691501-691647	ENSG00000177030.19_1_A5_1	True	False	691501-691598	E1	694679-695222	Proximal	691598-694679	80	False	False	False	0.13	0.031	-0.055	0.661	0.069
ENSG00000177030.19_1	ENSG00000177030.19	DEAF1	chr11	-	ENSG00000177030.19:t:691501-691647	ENSG00000177030.19_1_A5_1	True	False	691501-691598	E1	694679-695222	Distal	691598-694759	80	False	False	False	0.653	0.838	0.105	0.763	0.024
ENSG00000128989.11_1	ENSG00000128989.11	ARPP19	chr15	-	ENSG00000128989.11:t:52557100-52557744	ENSG00000128989.11_1_A5_1	True	False	52557100-52557222	E1	52569112-52569239	Proximal	52557222-52569112	4	True	False	False	0.007	0.001	-0.0	0.22	0.78
ENSG00000128989.11_1	ENSG00000128989.11	ARPP19	chr15	-	ENSG00000128989.11:t:52557100-52557744	ENSG00000128989.11_1_A5_1	True	False	52557100-52557222	E1	52569112-52569239	Distal	52557222-52569116	4	True	False	False	0.016	0.025	0.001	0.237	0.733
ENSG00000128989.11_1	ENSG00000128989.11	ARPP19	chr15	-	ENSG00000128989.11:s:52569112-52569239	ENSG00000128989.11_1_A5_2	True	False	52569112-52569239	E2	52568848-52568902	Proximal	52568902-52569112	4	False	False	False	0.092	0.133	0.013	0.537	0.162
ENSG00000128989.11_1	ENSG00000128989.11	ARPP19	chr15	-	ENSG00000128989.11:s:52569112-52569239	ENSG00000128989.11_1_A5_2	True	False	52569112-52569239	E2	52568848-52568902	Distal	52568902-52569116	4	False	False	False	0.729	0.671	-0.027	0.622	0.082
ENSG00000117620.15_2	ENSG00000117620.15	SLC35A3	chr1	+	ENSG00000117620.15:s:99993537-99993745	ENSG00000117620.15_2_A5_1	True	False	99993537-99993745	E2	99999261-99999415	Proximal	99993745-99999261	4	False	False	False	0.071	0.016	-0.026	0.511	0.18
ENSG00000117620.15_2	ENSG00000117620.15	SLC35A3	chr1	+	ENSG00000117620.15:s:99993537-99993745	ENSG00000117620.15_2_A5_1	True	False	99993537-99993745	E2	99999261-99999415	Distal	99993741-99999261	4	False	False	False	0.794	0.865	0.028	0.665	0.06
ENSG00000283761.1_2	ENSG00000283761.1	ENSG00000283761	chr1	+	ENSG00000283761.1:s:99993537-99993745	ENSG00000283761.1_2_A5_1	False	False	99993537-99993745	E2	99999261-99999415	Proximal	99993745-99999261	4	False	False	False	0.091	0.036	-0.027	0.545	0.148
ENSG00000283761.1_2	ENSG00000283761.1	ENSG00000283761	chr1	+	ENSG00000283761.1:s:99993537-99993745	ENSG00000283761.1_2_A5_1	False	False	99993537-99993745	E2	99999261-99999415	Distal	99993741-99999261	4	False	False	False	0.909	0.964	0.027	0.545	0.148
ENSG00000177225.17_1	ENSG00000177225.17	GATD1	chr11	-	ENSG00000177225.17:t:772427-772614	ENSG00000177225.17_1_A5_1	False	False	772427-772521	E1	773428-773629	Proximal	772521-773428	94	False	False	False	0.051	0.063	0.011	0.498	0.202
ENSG00000177225.17_1	ENSG00000177225.17	GATD1	chr11	-	ENSG00000177225.17:t:772427-772614	ENSG00000177225.17_1_A5_1	False	False	772427-772521	E1	773428-773629	Distal	772521-773522	94	False	False	False	0.909	0.928	0.002	0.54	0.167
ENSG00000082996.20_1	ENSG00000082996.20	RNF13	chr3	+	ENSG00000082996.20:s:149895473-149895570	ENSG00000082996.20_1_A5_1	True	False	149895473-149895570	E2	149902072-149902162	Proximal	149895570-149902072	10	False	False	False	0.343	0.333	-0.013	0.581	0.125
ENSG00000082996.20_1	ENSG00000082996.20	RNF13	chr3	+	ENSG00000082996.20:s:149895473-149895570	ENSG00000082996.20_1_A5_1	True	False	149895473-149895570	E2	149902072-149902162	Distal	149895560-149902072	10	False	False	False	0.65	0.663	0.014	0.583	0.123
ENSG00000130203.10_1	ENSG00000130203.10	APOE	chr19	+	ENSG00000130203.10:s:44905791-44905923	ENSG00000130203.10_1_A5_1	False	False	44905791-44905923	E2	44906602-44906667	Proximal	44905923-44906602	82	False	False	False	0.093	0.045	-0.037	0.65	0.108
ENSG00000130203.10_1	ENSG00000130203.10	APOE	chr19	+	ENSG00000130203.10:s:44905791-44905923	ENSG00000130203.10_1_A5_1	False	False	44905791-44905923	E2	44906602-44906667	Distal	44905841-44906602	82	False	False	False	0.896	0.944	0.034	0.601	0.131
ENSG00000225973.4_1	ENSG00000225973.4	PIGBOS1	chr15	-	ENSG00000225973.4:s:55318864-55319161	ENSG00000225973.4_1_A5_1	True	False	55318864-55319161	E2	55317184-55317867	Proximal	55317867-55318864	43	False	False	False	0.252	0.223	-0.006	0.612	0.094
ENSG00000225973.4_1	ENSG00000225973.4	PIGBOS1	chr15	-	ENSG00000225973.4:s:55318864-55319161	ENSG00000225973.4_1_A5_1	True	False	55318864-55319161	E2	55317184-55317867	Distal	55317867-55318907	43	False	False	False	0.255	0.264	0.001	0.638	0.076
ENSG00000225973.4_1	ENSG00000225973.4	PIGBOS1	chr15	-	ENSG00000225973.4:s:55318864-55319161	ENSG00000225973.4_1_A5_2	True	False	55318864-55319161	E2	55317184-55317867	Proximal	55317867-55318864	67	False	False	False	0.252	0.223	-0.006	0.612	0.094
ENSG00000225973.4_1	ENSG00000225973.4	PIGBOS1	chr15	-	ENSG00000225973.4:s:55318864-55319161	ENSG00000225973.4_1_A5_2	True	True	55318864-55319161	E2	55317184-55317867	Distal	55317867-55318931	67	False	False	False	0.505	0.508	0.008	0.656	0.06
ENSG00000225973.4_1	ENSG00000225973.4	PIGBOS1	chr15	-	ENSG00000225973.4:s:55318864-55319161	ENSG00000225973.4_1_A5_3	True	False	55318907-55319161	E2	55317184-55317867	Proximal	55317867-55318907	24	False	False	False	0.255	0.264	0.001	0.638	0.076
ENSG00000225973.4_1	ENSG00000225973.4	PIGBOS1	chr15	-	ENSG00000225973.4:s:55318864-55319161	ENSG00000225973.4_1_A5_3	True	True	55318907-55319161	E2	55317184-55317867	Distal	55317867-55318931	24	False	False	False	0.505	0.508	0.008	0.656	0.06
ENSG00000104859.15_2	ENSG00000104859.15	CLASRP	chr19	+	ENSG00000104859.15:s:45057750-45058253	ENSG00000104859.15_2_A5_1	True	False	45057750-45057898	E2	45059268-45059364	Proximal	45057898-45059268	16	False	False	False	0.764	0.745	-0.016	0.552	0.216
ENSG00000104859.15_2	ENSG00000104859.15	CLASRP	chr19	+	ENSG00000104859.15:s:45057750-45058253	ENSG00000104859.15_2_A5_1	True	False	45057750-45057898	E2	45059268-45059364	Distal	45057882-45059268	16	False	False	False	0.193	0.17	-0.014	0.519	0.256
ENSG00000104859.15_4	ENSG00000104859.15	CLASRP	chr19	+	ENSG00000104859.15:s:45068015-45068180	ENSG00000104859.15_4_A5_1	False	False	45068015-45068058	E2	45068420-45068480	Proximal	45068058-45068420	4	False	False	False	0.733	0.695	-0.029	0.582	0.13
ENSG00000104859.15_4	ENSG00000104859.15	CLASRP	chr19	+	ENSG00000104859.15:s:45068015-45068180	ENSG00000104859.15_4_A5_1	False	False	45068015-45068058	E2	45068420-45068480	Distal	45068054-45068420	4	False	False	False	0.265	0.303	0.029	0.582	0.129
ENSG00000177595.19_5	ENSG00000177595.19	PIDD1	chr11	-	ENSG00000177595.19:s:800985-801120	ENSG00000177595.19_5_A5_1	True	False	800985-801120	E2	800762-800912	Proximal	800912-800985	17	False	False	False	0.072	0.013	-0.035	0.663	0.137
ENSG00000177595.19_5	ENSG00000177595.19	PIDD1	chr11	-	ENSG00000177595.19:s:800985-801120	ENSG00000177595.19_5_A5_1	True	False	800985-801120	E2	800762-800912	Distal	800912-801002	17	False	False	False	0.012	0.065	0.032	0.681	0.144
ENSG00000177595.19_6	ENSG00000177595.19	PIDD1	chr11	-	ENSG00000177595.19:s:800333-800451	ENSG00000177595.19_6_A5_1	False	False	800333-800451	E2	800131-800244	Proximal	800244-800333	51	False	False	False	0.792	0.748	-0.025	0.613	0.097
ENSG00000177595.19_6	ENSG00000177595.19	PIDD1	chr11	-	ENSG00000177595.19:s:800333-800451	ENSG00000177595.19_6_A5_1	False	False	800333-800451	E2	800131-800244	Distal	800244-800384	51	False	False	False	0.208	0.252	0.025	0.613	0.097
ENSG00000142252.11_1	ENSG00000142252.11	GEMIN7	chr19	+	ENSG00000142252.11:s:45079195-45079377	ENSG00000142252.11_1_A5_1	True	False	45079195-45079377	E2	45079907-45080029	Proximal	45079377-45079907	98	False	False	False	0.356	0.417	0.034	0.624	0.09
ENSG00000142252.11_1	ENSG00000142252.11	GEMIN7	chr19	+	ENSG00000142252.11:s:45079195-45079377	ENSG00000142252.11_1_A5_1	True	False	45079195-45079377	E2	45079907-45080029	Distal	45079279-45079907	98	False	False	True	0.324	0.097	-0.187	0.928	0.004
ENSG00000142252.11_1	ENSG00000142252.11	GEMIN7	chr19	+	ENSG00000142252.11:t:45090107-45091518	ENSG00000142252.11_1_A5_2	True	False	45090107-45091518	E1	45079195-45079377	Proximal	45079377-45090107	98	False	False	False	0.235	0.428	0.159	0.87	0.009
ENSG00000142252.11_1	ENSG00000142252.11	GEMIN7	chr19	+	ENSG00000142252.11:t:45090107-45091518	ENSG00000142252.11_1_A5_2	True	False	45090107-45091518	E1	45079195-45079377	Distal	45079279-45090107	98	False	False	False	0.046	0.038	-0.001	0.432	0.307
ENSG00000007255.10_1	ENSG00000007255.10	TRAPPC6A	chr19	-	ENSG00000007255.10:t:45164725-45164970	ENSG00000007255.10_1_A5_1	True	False	45164725-45164970	E1	45178093-45178237	Proximal	45164970-45178093	42	False	False	False	0.049	0.051	0.001	0.461	0.277
